Datetime,PJME
12/15/2002 6:00,24976
12/15/2002 7:00,25966
12/15/2002 8:00,27147
12/15/2002 9:00,28451
12/15/2002 10:00,29305
12/15/2002 11:00,29482
12/15/2002 12:00,29249
12/15/2002 13:00,28811
12/15/2002 14:00,28500
12/15/2002 15:00,28295
12/15/2002 16:00,28625
12/15/2002 17:00,30728
12/15/2002 18:00,34166
12/15/2002 19:00,34627
12/15/2002 20:00,34453
12/15/2002 21:00,34076
12/15/2002 22:00,32894
12/15/2002 23:00,30585
12/16/2002 0:00,27955
12/16/2002 1:00,25834
12/16/2002 2:00,24816
12/16/2002 3:00,24413
12/16/2002 4:00,24440
12/16/2002 5:00,25060
12/16/2002 6:00,27109
12/16/2002 7:00,31289
12/16/2002 8:00,34142
12/16/2002 9:00,34537
12/16/2002 10:00,34628
12/16/2002 11:00,34693
12/16/2002 12:00,34713
12/16/2002 13:00,34505
12/16/2002 14:00,34451
12/16/2002 15:00,34300
12/16/2002 16:00,34463
12/16/2002 17:00,36033
12/16/2002 18:00,39963
12/16/2002 19:00,40425
12/16/2002 20:00,40048
12/16/2002 21:00,39577
12/16/2002 22:00,38257
12/16/2002 23:00,35471
12/17/2002 0:00,32214
12/17/2002 1:00,29971
12/17/2002 2:00,29046
12/17/2002 3:00,28653
12/17/2002 4:00,28774
12/17/2002 5:00,29453
12/17/2002 6:00,31781
12/17/2002 7:00,36196
12/17/2002 8:00,38634
12/17/2002 9:00,38448
12/17/2002 10:00,37814
12/17/2002 11:00,37166
12/17/2002 12:00,36401
12/17/2002 13:00,35676
12/17/2002 14:00,35103
12/17/2002 15:00,34659
12/17/2002 16:00,34654
12/17/2002 17:00,36609
12/17/2002 18:00,40648
12/17/2002 19:00,41086
12/17/2002 20:00,40846
12/17/2002 21:00,40306
12/17/2002 22:00,39097
12/17/2002 23:00,36518
12/18/2002 0:00,33356
12/18/2002 1:00,31149
12/18/2002 2:00,30119
12/18/2002 3:00,29870
12/18/2002 4:00,30024
12/18/2002 5:00,30733
12/18/2002 6:00,33080
12/18/2002 7:00,37307
12/18/2002 8:00,39639
12/18/2002 9:00,39219
12/18/2002 10:00,38385
12/18/2002 11:00,37515
12/18/2002 12:00,36680
12/18/2002 13:00,35867
12/18/2002 14:00,35318
12/18/2002 15:00,34817
12/18/2002 16:00,34906
12/18/2002 17:00,36661
12/18/2002 18:00,40350
12/18/2002 19:00,40810
12/18/2002 20:00,40317
12/18/2002 21:00,39738
12/18/2002 22:00,38234
12/18/2002 23:00,35430
12/19/2002 0:00,32323
12/19/2002 1:00,29752
12/19/2002 2:00,28489
12/19/2002 3:00,27886
12/19/2002 4:00,27712
12/19/2002 5:00,28217
12/19/2002 6:00,30233
12/19/2002 7:00,34349
12/19/2002 8:00,36558
12/19/2002 9:00,36367
12/19/2002 10:00,36089
12/19/2002 11:00,35857
12/19/2002 12:00,35423
12/19/2002 13:00,34704
12/19/2002 14:00,34334
12/19/2002 15:00,33915
12/19/2002 16:00,33851
12/19/2002 17:00,35392
12/19/2002 18:00,38084
12/19/2002 19:00,38035
12/19/2002 20:00,37331
12/19/2002 21:00,36537
12/19/2002 22:00,34945
12/19/2002 23:00,32293
12/20/2002 0:00,29011
12/20/2002 1:00,26437
12/20/2002 2:00,24978
12/20/2002 3:00,24353
12/20/2002 4:00,24029
12/20/2002 5:00,24363
12/20/2002 6:00,26233
12/20/2002 7:00,30013
12/20/2002 8:00,32947
12/20/2002 9:00,33302
12/20/2002 10:00,33448
12/20/2002 11:00,33687
12/20/2002 12:00,33464
12/20/2002 13:00,33006
12/20/2002 14:00,32549
12/20/2002 15:00,32071
12/20/2002 16:00,31958
12/20/2002 17:00,33097
12/20/2002 18:00,35953
12/20/2002 19:00,36073
12/20/2002 20:00,35443
12/20/2002 21:00,34710
12/20/2002 22:00,33555
12/20/2002 23:00,31806
12/21/2002 0:00,29369
12/21/2002 1:00,26969
12/21/2002 2:00,25752
12/21/2002 3:00,25183
12/21/2002 4:00,24949
12/21/2002 5:00,25100
12/21/2002 6:00,25844
12/21/2002 7:00,27304
12/21/2002 8:00,28764
12/21/2002 9:00,30317
12/21/2002 10:00,31370
12/21/2002 11:00,31822
12/21/2002 12:00,31374
12/21/2002 13:00,30798
12/21/2002 14:00,30224
12/21/2002 15:00,29639
12/21/2002 16:00,29439
12/21/2002 17:00,30696
12/21/2002 18:00,33928
12/21/2002 19:00,34353
12/21/2002 20:00,33991
12/21/2002 21:00,33534
12/21/2002 22:00,32674
12/21/2002 23:00,31341
12/22/2002 0:00,29214
12/22/2002 1:00,27142
12/22/2002 2:00,25696
12/22/2002 3:00,24907
12/22/2002 4:00,24520
12/22/2002 5:00,24458
12/22/2002 6:00,24883
12/22/2002 7:00,25909
12/22/2002 8:00,27021
12/22/2002 9:00,28439
12/22/2002 10:00,29397
12/22/2002 11:00,29332
12/22/2002 12:00,28845
12/22/2002 13:00,28314
12/22/2002 14:00,27904
12/22/2002 15:00,27812
12/22/2002 16:00,28081
12/22/2002 17:00,29920
12/22/2002 18:00,32845
12/22/2002 19:00,33169
12/22/2002 20:00,33037
12/22/2002 21:00,32690
12/22/2002 22:00,31745
12/22/2002 23:00,30014
12/23/2002 0:00,27632
12/23/2002 1:00,25460
12/23/2002 2:00,24363
12/23/2002 3:00,23985
12/23/2002 4:00,24040
12/23/2002 5:00,24610
12/23/2002 6:00,26468
12/23/2002 7:00,29544
12/23/2002 8:00,32165
12/23/2002 9:00,33353
12/23/2002 10:00,33700
12/23/2002 11:00,33610
12/23/2002 12:00,33144
12/23/2002 13:00,32450
12/23/2002 14:00,31950
12/23/2002 15:00,31362
12/23/2002 16:00,31159
12/23/2002 17:00,32391
12/23/2002 18:00,36035
12/23/2002 19:00,36649
12/23/2002 20:00,36254
12/23/2002 21:00,35645
12/23/2002 22:00,34458
12/23/2002 23:00,32442
12/24/2002 0:00,29838
12/24/2002 1:00,27213
12/24/2002 2:00,25643
12/24/2002 3:00,24907
12/24/2002 4:00,24721
12/24/2002 5:00,25144
12/24/2002 6:00,26588
12/24/2002 7:00,29005
12/24/2002 8:00,30902
12/24/2002 9:00,32159
12/24/2002 10:00,32972
12/24/2002 11:00,33144
12/24/2002 12:00,32808
12/24/2002 13:00,31940
12/24/2002 14:00,31439
12/24/2002 15:00,31198
12/24/2002 16:00,31334
12/24/2002 17:00,33070
12/24/2002 18:00,35286
12/24/2002 19:00,34519
12/24/2002 20:00,33392
12/24/2002 21:00,32702
12/24/2002 22:00,32098
12/24/2002 23:00,31120
12/25/2002 0:00,29518
12/25/2002 1:00,27669
12/25/2002 2:00,26162
12/25/2002 3:00,25483
12/25/2002 4:00,25045
12/25/2002 5:00,25030
12/25/2002 6:00,25572
12/25/2002 7:00,26307
12/25/2002 8:00,27516
12/25/2002 9:00,28965
12/25/2002 10:00,30487
12/25/2002 11:00,31537
12/25/2002 12:00,31871
12/25/2002 13:00,31652
12/25/2002 14:00,30963
12/25/2002 15:00,30393
12/25/2002 16:00,30230
12/25/2002 17:00,31038
12/25/2002 18:00,32721
12/25/2002 19:00,32828
12/25/2002 20:00,32670
12/25/2002 21:00,32526
12/25/2002 22:00,31932
12/25/2002 23:00,30698
12/26/2002 0:00,28570
12/26/2002 1:00,26705
12/26/2002 2:00,25977
12/26/2002 3:00,25555
12/26/2002 4:00,25589
12/26/2002 5:00,26047
12/26/2002 6:00,27500
12/26/2002 7:00,30046
12/26/2002 8:00,31748
12/26/2002 9:00,33008
12/26/2002 10:00,33790
12/26/2002 11:00,34223
12/26/2002 12:00,34325
12/26/2002 13:00,33997
12/26/2002 14:00,33594
12/26/2002 15:00,33114
12/26/2002 16:00,33098
12/26/2002 17:00,34612
12/26/2002 18:00,37956
12/26/2002 19:00,38118
12/26/2002 20:00,37594
12/26/2002 21:00,36711
12/26/2002 22:00,35383
12/26/2002 23:00,33296
12/27/2002 0:00,30494
12/27/2002 1:00,28445
12/27/2002 2:00,27266
12/27/2002 3:00,26744
12/27/2002 4:00,26760
12/27/2002 5:00,27166
12/27/2002 6:00,28628
12/27/2002 7:00,31179
12/27/2002 8:00,33078
12/27/2002 9:00,34368
12/27/2002 10:00,35167
12/27/2002 11:00,35421
12/27/2002 12:00,34981
12/27/2002 13:00,34464
12/27/2002 14:00,34050
12/27/2002 15:00,33682
12/27/2002 16:00,33637
12/27/2002 17:00,35105
12/27/2002 18:00,38156
12/27/2002 19:00,38199
12/27/2002 20:00,37492
12/27/2002 21:00,36708
12/27/2002 22:00,35540
12/27/2002 23:00,33742
12/28/2002 0:00,31348
12/28/2002 1:00,29344
12/28/2002 2:00,28123
12/28/2002 3:00,27526
12/28/2002 4:00,27288
12/28/2002 5:00,27451
12/28/2002 6:00,28098
12/28/2002 7:00,29338
12/28/2002 8:00,30492
12/28/2002 9:00,31776
12/28/2002 10:00,32516
12/28/2002 11:00,32552
12/28/2002 12:00,32068
12/28/2002 13:00,31256
12/28/2002 14:00,30505
12/28/2002 15:00,29933
12/28/2002 16:00,30212
12/28/2002 17:00,31638
12/28/2002 18:00,34785
12/28/2002 19:00,34937
12/28/2002 20:00,34543
12/28/2002 21:00,33974
12/28/2002 22:00,33167
12/28/2002 23:00,31433
12/29/2002 0:00,28976
12/29/2002 1:00,27084
12/29/2002 2:00,25836
12/29/2002 3:00,25320
12/29/2002 4:00,25146
12/29/2002 5:00,25142
12/29/2002 6:00,25741
12/29/2002 7:00,26546
12/29/2002 8:00,27483
12/29/2002 9:00,28513
12/29/2002 10:00,29220
12/29/2002 11:00,29345
12/29/2002 12:00,29189
12/29/2002 13:00,29056
12/29/2002 14:00,28688
12/29/2002 15:00,28284
12/29/2002 16:00,28225
12/29/2002 17:00,29835
12/29/2002 18:00,33546
12/29/2002 19:00,34343
12/29/2002 20:00,34238
12/29/2002 21:00,33962
12/29/2002 22:00,33002
12/29/2002 23:00,31501
12/30/2002 0:00,29365
12/30/2002 1:00,27526
12/30/2002 2:00,26600
12/30/2002 3:00,26241
12/30/2002 4:00,26213
12/30/2002 5:00,26871
12/30/2002 6:00,28679
12/30/2002 7:00,31509
12/30/2002 8:00,33665
12/30/2002 9:00,34625
12/30/2002 10:00,34655
12/30/2002 11:00,34295
12/30/2002 12:00,33711
12/30/2002 13:00,33087
12/30/2002 14:00,32668
12/30/2002 15:00,32380
12/30/2002 16:00,32484
12/30/2002 17:00,34076
12/30/2002 18:00,36979
12/30/2002 19:00,37106
12/30/2002 20:00,36492
12/30/2002 21:00,35468
12/30/2002 22:00,33944
12/30/2002 23:00,31619
12/31/2002 0:00,28765
12/31/2002 1:00,26498
12/31/2002 2:00,25147
12/31/2002 3:00,24574
12/31/2002 4:00,24393
12/31/2002 5:00,24860
12/31/2002 6:00,26222
12/31/2002 7:00,28702
12/31/2002 8:00,30698
12/31/2002 9:00,31800
12/31/2002 10:00,32359
12/31/2002 11:00,32371
12/31/2002 12:00,31902
12/31/2002 13:00,31126
12/31/2002 14:00,30368
12/31/2002 15:00,29564
12/31/2002 16:00,29098
12/31/2002 17:00,30308
12/31/2002 18:00,34017
12/31/2002 19:00,34195
12/31/2002 20:00,32790
12/31/2002 21:00,31336
12/31/2002 22:00,29887
12/31/2002 23:00,28483
1/1/2003 0:00,27008
1/1/2003 1:00,25591
1/1/2003 2:00,24235
1/1/2003 3:00,23121
1/1/2003 4:00,22445
1/1/2003 5:00,22332
1/1/2003 6:00,22790
1/1/2003 7:00,23355
1/1/2003 8:00,23860
1/1/2003 9:00,24637
1/1/2003 10:00,26236
1/1/2003 11:00,27825
1/1/2003 12:00,29034
1/1/2003 13:00,29664
1/1/2003 14:00,29712
1/1/2003 15:00,29628
1/1/2003 16:00,29849
1/1/2003 17:00,31102
1/1/2003 18:00,32972
1/1/2003 19:00,32972
1/1/2003 20:00,32655
1/1/2003 21:00,32101
1/1/2003 22:00,30692
1/1/2003 23:00,28673
1/2/2003 0:00,26432
1/2/2003 1:00,24769
1/2/2003 2:00,23964
1/2/2003 3:00,23649
1/2/2003 4:00,23691
1/2/2003 5:00,24324
1/2/2003 6:00,26353
1/2/2003 7:00,30289
1/2/2003 8:00,33145
1/2/2003 9:00,33917
1/2/2003 10:00,34461
1/2/2003 11:00,34931
1/2/2003 12:00,34908
1/2/2003 13:00,34694
1/2/2003 14:00,34619
1/2/2003 15:00,34407
1/2/2003 16:00,34713
1/2/2003 17:00,36198
1/2/2003 18:00,38631
1/2/2003 19:00,38750
1/2/2003 20:00,38136
1/2/2003 21:00,37248
1/2/2003 22:00,35545
1/2/2003 23:00,33076
1/3/2003 0:00,30228
1/3/2003 1:00,28141
1/3/2003 2:00,27012
1/3/2003 3:00,26651
1/3/2003 4:00,26564
1/3/2003 5:00,27067
1/3/2003 6:00,28859
1/3/2003 7:00,32271
1/3/2003 8:00,34890
1/3/2003 9:00,35848
1/3/2003 10:00,36378
1/3/2003 11:00,36790
1/3/2003 12:00,36842
1/3/2003 13:00,36551
1/3/2003 14:00,36354
1/3/2003 15:00,35965
1/3/2003 16:00,36032
1/3/2003 17:00,36979
1/3/2003 18:00,38745
1/3/2003 19:00,38560
1/3/2003 20:00,37609
1/3/2003 21:00,36558
1/3/2003 22:00,35031
1/3/2003 23:00,32917
1/4/2003 0:00,30533
1/4/2003 1:00,28493
1/4/2003 2:00,27123
1/4/2003 3:00,26525
1/4/2003 4:00,26177
1/4/2003 5:00,26279
1/4/2003 6:00,26873
1/4/2003 7:00,28099
1/4/2003 8:00,29408
1/4/2003 9:00,31030
1/4/2003 10:00,32554
1/4/2003 11:00,33409
1/4/2003 12:00,33456
1/4/2003 13:00,32904
1/4/2003 14:00,32359
1/4/2003 15:00,31992
1/4/2003 16:00,32010
1/4/2003 17:00,33324
1/4/2003 18:00,35705
1/4/2003 19:00,35801
1/4/2003 20:00,35266
1/4/2003 21:00,34512
1/4/2003 22:00,33454
1/4/2003 23:00,31883
1/5/2003 0:00,29857
1/5/2003 1:00,27889
1/5/2003 2:00,26770
1/5/2003 3:00,26283
1/5/2003 4:00,25912
1/5/2003 5:00,26036
1/5/2003 6:00,26526
1/5/2003 7:00,27506
1/5/2003 8:00,28358
1/5/2003 9:00,29517
1/5/2003 10:00,30561
1/5/2003 11:00,31464
1/5/2003 12:00,31851
1/5/2003 13:00,32115
1/5/2003 14:00,32275
1/5/2003 15:00,32301
1/5/2003 16:00,32627
1/5/2003 17:00,33935
1/5/2003 18:00,36639
1/5/2003 19:00,36739
1/5/2003 20:00,36315
1/5/2003 21:00,35362
1/5/2003 22:00,34012
1/5/2003 23:00,31860
1/6/2003 0:00,29326
1/6/2003 1:00,27674
1/6/2003 2:00,26897
1/6/2003 3:00,26689
1/6/2003 4:00,26753
1/6/2003 5:00,27407
1/6/2003 6:00,29384
1/6/2003 7:00,33186
1/6/2003 8:00,35826
1/6/2003 9:00,36353
1/6/2003 10:00,36448
1/6/2003 11:00,36569
1/6/2003 12:00,36260
1/6/2003 13:00,35767
1/6/2003 14:00,35677
1/6/2003 15:00,35480
1/6/2003 16:00,35687
1/6/2003 17:00,37076
1/6/2003 18:00,39679
1/6/2003 19:00,39778
1/6/2003 20:00,39291
1/6/2003 21:00,38386
1/6/2003 22:00,36667
1/6/2003 23:00,34084
1/7/2003 0:00,31281
1/7/2003 1:00,29496
1/7/2003 2:00,28664
1/7/2003 3:00,28388
1/7/2003 4:00,28610
1/7/2003 5:00,29372
1/7/2003 6:00,31646
1/7/2003 7:00,35776
1/7/2003 8:00,38405
1/7/2003 9:00,38490
1/7/2003 10:00,38065
1/7/2003 11:00,37842
1/7/2003 12:00,37507
1/7/2003 13:00,36974
1/7/2003 14:00,36577
1/7/2003 15:00,36122
1/7/2003 16:00,35974
1/7/2003 17:00,37297
1/7/2003 18:00,40536
1/7/2003 19:00,40860
1/7/2003 20:00,40213
1/7/2003 21:00,39232
1/7/2003 22:00,37249
1/7/2003 23:00,34476
1/8/2003 0:00,31466
1/8/2003 1:00,29346
1/8/2003 2:00,28330
1/8/2003 3:00,27822
1/8/2003 4:00,27703
1/8/2003 5:00,28185
1/8/2003 6:00,30148
1/8/2003 7:00,34078
1/8/2003 8:00,36540
1/8/2003 9:00,36442
1/8/2003 10:00,36272
1/8/2003 11:00,36036
1/8/2003 12:00,35554
1/8/2003 13:00,34967
1/8/2003 14:00,34580
1/8/2003 15:00,34304
1/8/2003 16:00,34112
1/8/2003 17:00,35264
1/8/2003 18:00,37778
1/8/2003 19:00,38051
1/8/2003 20:00,37380
1/8/2003 21:00,36550
1/8/2003 22:00,34902
1/8/2003 23:00,32240
1/9/2003 0:00,29554
1/9/2003 1:00,27607
1/9/2003 2:00,26652
1/9/2003 3:00,26313
1/9/2003 4:00,26207
1/9/2003 5:00,26612
1/9/2003 6:00,28476
1/9/2003 7:00,32490
1/9/2003 8:00,34746
1/9/2003 9:00,34452
1/9/2003 10:00,33977
1/9/2003 11:00,33807
1/9/2003 12:00,33514
1/9/2003 13:00,32842
1/9/2003 14:00,32411
1/9/2003 15:00,32021
1/9/2003 16:00,31729
1/9/2003 17:00,32525
1/9/2003 18:00,35514
1/9/2003 19:00,36245
1/9/2003 20:00,35918
1/9/2003 21:00,35187
1/9/2003 22:00,33571
1/9/2003 23:00,31112
1/10/2003 0:00,28408
1/10/2003 1:00,26452
1/10/2003 2:00,25511
1/10/2003 3:00,25084
1/10/2003 4:00,24979
1/10/2003 5:00,25552
1/10/2003 6:00,27558
1/10/2003 7:00,31743
1/10/2003 8:00,34261
1/10/2003 9:00,34208
1/10/2003 10:00,34182
1/10/2003 11:00,34348
1/10/2003 12:00,34117
1/10/2003 13:00,33774
1/10/2003 14:00,33561
1/10/2003 15:00,33186
1/10/2003 16:00,33083
1/10/2003 17:00,34113
1/10/2003 18:00,36876
1/10/2003 19:00,37155
1/10/2003 20:00,36413
1/10/2003 21:00,35621
1/10/2003 22:00,34334
1/10/2003 23:00,32431
1/11/2003 0:00,30411
1/11/2003 1:00,28859
1/11/2003 2:00,28033
1/11/2003 3:00,27669
1/11/2003 4:00,27605
1/11/2003 5:00,27911
1/11/2003 6:00,28803
1/11/2003 7:00,30221
1/11/2003 8:00,31661
1/11/2003 9:00,33148
1/11/2003 10:00,34277
1/11/2003 11:00,34661
1/11/2003 12:00,34262
1/11/2003 13:00,33510
1/11/2003 14:00,32663
1/11/2003 15:00,31943
1/11/2003 16:00,31826
1/11/2003 17:00,32998
1/11/2003 18:00,35875
1/11/2003 19:00,36654
1/11/2003 20:00,36270
1/11/2003 21:00,35612
1/11/2003 22:00,34823
1/11/2003 23:00,33524
1/12/2003 0:00,31781
1/12/2003 1:00,30117
1/12/2003 2:00,28962
1/12/2003 3:00,28422
1/12/2003 4:00,28327
1/12/2003 5:00,28434
1/12/2003 6:00,28975
1/12/2003 7:00,30000
1/12/2003 8:00,31042
1/12/2003 9:00,32237
1/12/2003 10:00,32986
1/12/2003 11:00,33156
1/12/2003 12:00,32957
1/12/2003 13:00,32556
1/12/2003 14:00,32003
1/12/2003 15:00,31532
1/12/2003 16:00,31512
1/12/2003 17:00,32702
1/12/2003 18:00,35866
1/12/2003 19:00,36833
1/12/2003 20:00,36625
1/12/2003 21:00,36185
1/12/2003 22:00,34985
1/12/2003 23:00,33048
1/13/2003 0:00,30905
1/13/2003 1:00,29600
1/13/2003 2:00,29090
1/13/2003 3:00,28972
1/13/2003 4:00,29179
1/13/2003 5:00,29888
1/13/2003 6:00,31998
1/13/2003 7:00,36529
1/13/2003 8:00,39143
1/13/2003 9:00,38606
1/13/2003 10:00,37961
1/13/2003 11:00,37406
1/13/2003 12:00,36653
1/13/2003 13:00,35811
1/13/2003 14:00,35531
1/13/2003 15:00,35205
1/13/2003 16:00,35352
1/13/2003 17:00,36557
1/13/2003 18:00,39253
1/13/2003 19:00,39791
1/13/2003 20:00,39259
1/13/2003 21:00,38410
1/13/2003 22:00,36771
1/13/2003 23:00,34294
1/14/2003 0:00,31603
1/14/2003 1:00,30072
1/14/2003 2:00,29325
1/14/2003 3:00,29167
1/14/2003 4:00,29381
1/14/2003 5:00,30135
1/14/2003 6:00,32579
1/14/2003 7:00,36828
1/14/2003 8:00,39356
1/14/2003 9:00,39107
1/14/2003 10:00,38528
1/14/2003 11:00,38009
1/14/2003 12:00,37578
1/14/2003 13:00,37163
1/14/2003 14:00,36958
1/14/2003 15:00,36629
1/14/2003 16:00,36712
1/14/2003 17:00,37886
1/14/2003 18:00,40684
1/14/2003 19:00,41186
1/14/2003 20:00,40585
1/14/2003 21:00,39732
1/14/2003 22:00,37735
1/14/2003 23:00,35018
1/15/2003 0:00,32208
1/15/2003 1:00,30590
1/15/2003 2:00,29766
1/15/2003 3:00,29527
1/15/2003 4:00,29653
1/15/2003 5:00,30315
1/15/2003 6:00,32494
1/15/2003 7:00,36740
1/15/2003 8:00,39295
1/15/2003 9:00,39076
1/15/2003 10:00,38527
1/15/2003 11:00,38247
1/15/2003 12:00,38249
1/15/2003 13:00,37713
1/15/2003 14:00,37432
1/15/2003 15:00,37032
1/15/2003 16:00,37038
1/15/2003 17:00,38180
1/15/2003 18:00,41143
1/15/2003 19:00,42032
1/15/2003 20:00,41595
1/15/2003 21:00,41017
1/15/2003 22:00,39477
1/15/2003 23:00,36895
1/16/2003 0:00,34252
1/16/2003 1:00,32415
1/16/2003 2:00,31631
1/16/2003 3:00,31547
1/16/2003 4:00,31554
1/16/2003 5:00,32328
1/16/2003 6:00,34613
1/16/2003 7:00,38837
1/16/2003 8:00,41078
1/16/2003 9:00,40790
1/16/2003 10:00,40152
1/16/2003 11:00,39740
1/16/2003 12:00,39196
1/16/2003 13:00,38492
1/16/2003 14:00,38142
1/16/2003 15:00,37830
1/16/2003 16:00,37863
1/16/2003 17:00,38891
1/16/2003 18:00,41449
1/16/2003 19:00,41776
1/16/2003 20:00,41236
1/16/2003 21:00,40302
1/16/2003 22:00,38559
1/16/2003 23:00,35918
1/17/2003 0:00,33391
1/17/2003 1:00,31415
1/17/2003 2:00,30445
1/17/2003 3:00,30177
1/17/2003 4:00,30415
1/17/2003 5:00,31090
1/17/2003 6:00,33076
1/17/2003 7:00,36906
1/17/2003 8:00,39296
1/17/2003 9:00,39810
1/17/2003 10:00,39509
1/17/2003 11:00,39076
1/17/2003 12:00,38361
1/17/2003 13:00,37577
1/17/2003 14:00,37006
1/17/2003 15:00,36836
1/17/2003 16:00,36875
1/17/2003 17:00,37714
1/17/2003 18:00,40483
1/17/2003 19:00,41178
1/17/2003 20:00,40604
1/17/2003 21:00,39827
1/17/2003 22:00,38686
1/17/2003 23:00,37116
1/18/2003 0:00,35255
1/18/2003 1:00,33693
1/18/2003 2:00,32981
1/18/2003 3:00,32714
1/18/2003 4:00,32846
1/18/2003 5:00,33213
1/18/2003 6:00,34043
1/18/2003 7:00,35610
1/18/2003 8:00,37207
1/18/2003 9:00,38510
1/18/2003 10:00,38925
1/18/2003 11:00,38723
1/18/2003 12:00,37862
1/18/2003 13:00,36614
1/18/2003 14:00,35411
1/18/2003 15:00,34389
1/18/2003 16:00,34095
1/18/2003 17:00,35074
1/18/2003 18:00,38256
1/18/2003 19:00,39540
1/18/2003 20:00,39338
1/18/2003 21:00,38859
1/18/2003 22:00,38041
1/18/2003 23:00,36590
1/19/2003 0:00,34746
1/19/2003 1:00,33014
1/19/2003 2:00,32170
1/19/2003 3:00,31791
1/19/2003 4:00,31617
1/19/2003 5:00,31581
1/19/2003 6:00,32038
1/19/2003 7:00,32793
1/19/2003 8:00,33581
1/19/2003 9:00,34823
1/19/2003 10:00,35470
1/19/2003 11:00,35460
1/19/2003 12:00,35165
1/19/2003 13:00,34881
1/19/2003 14:00,34384
1/19/2003 15:00,33894
1/19/2003 16:00,33554
1/19/2003 17:00,34312
1/19/2003 18:00,37235
1/19/2003 19:00,38152
1/19/2003 20:00,37953
1/19/2003 21:00,37293
1/19/2003 22:00,36127
1/19/2003 23:00,34280
1/20/2003 0:00,32263
1/20/2003 1:00,30559
1/20/2003 2:00,29711
1/20/2003 3:00,29304
1/20/2003 4:00,29248
1/20/2003 5:00,29590
1/20/2003 6:00,30889
1/20/2003 7:00,33497
1/20/2003 8:00,35568
1/20/2003 9:00,36499
1/20/2003 10:00,37372
1/20/2003 11:00,37903
1/20/2003 12:00,37713
1/20/2003 13:00,37098
1/20/2003 14:00,36635
1/20/2003 15:00,36291
1/20/2003 16:00,36177
1/20/2003 17:00,37254
1/20/2003 18:00,40460
1/20/2003 19:00,41618
1/20/2003 20:00,41277
1/20/2003 21:00,40359
1/20/2003 22:00,38635
1/20/2003 23:00,36116
1/21/2003 0:00,33678
1/21/2003 1:00,31920
1/21/2003 2:00,31243
1/21/2003 3:00,31009
1/21/2003 4:00,30949
1/21/2003 5:00,31750
1/21/2003 6:00,34014
1/21/2003 7:00,38125
1/21/2003 8:00,40605
1/21/2003 9:00,40528
1/21/2003 10:00,40369
1/21/2003 11:00,40137
1/21/2003 12:00,39643
1/21/2003 13:00,39017
1/21/2003 14:00,38471
1/21/2003 15:00,37925
1/21/2003 16:00,37619
1/21/2003 17:00,38461
1/21/2003 18:00,41628
1/21/2003 19:00,42836
1/21/2003 20:00,42529
1/21/2003 21:00,41776
1/21/2003 22:00,40239
1/21/2003 23:00,37724
1/22/2003 0:00,35140
1/22/2003 1:00,33691
1/22/2003 2:00,32982
1/22/2003 3:00,32908
1/22/2003 4:00,33086
1/22/2003 5:00,33911
1/22/2003 6:00,36223
1/22/2003 7:00,40477
1/22/2003 8:00,42583
1/22/2003 9:00,41346
1/22/2003 10:00,40557
1/22/2003 11:00,41282
1/22/2003 12:00,40799
1/22/2003 13:00,40208
1/22/2003 14:00,39749
1/22/2003 15:00,39309
1/22/2003 16:00,39270
1/22/2003 17:00,40323
1/22/2003 18:00,43452
1/22/2003 19:00,44529
1/22/2003 20:00,44259
1/22/2003 21:00,43655
1/22/2003 22:00,42128
1/22/2003 23:00,39554
1/23/2003 0:00,36900
1/23/2003 1:00,35086
1/23/2003 2:00,34352
1/23/2003 3:00,34147
1/23/2003 4:00,34366
1/23/2003 5:00,35041
1/23/2003 6:00,37139
1/23/2003 7:00,41216
1/23/2003 8:00,43664
1/23/2003 9:00,43490
1/23/2003 10:00,43038
1/23/2003 11:00,42611
1/23/2003 12:00,42126
1/23/2003 13:00,41561
1/23/2003 14:00,41315
1/23/2003 15:00,40926
1/23/2003 16:00,41074
1/23/2003 17:00,42431
1/23/2003 18:00,45222
1/23/2003 19:00,46420
1/23/2003 20:00,46039
1/23/2003 21:00,45179
1/23/2003 22:00,43415
1/23/2003 23:00,40771
1/24/2003 0:00,38197
1/24/2003 1:00,36507
1/24/2003 2:00,35862
1/24/2003 3:00,35728
1/24/2003 4:00,35774
1/24/2003 5:00,36420
1/24/2003 6:00,38389
1/24/2003 7:00,42256
1/24/2003 8:00,44257
1/24/2003 9:00,43930
1/24/2003 10:00,43159
1/24/2003 11:00,42313
1/24/2003 12:00,41333
1/24/2003 13:00,40215
1/24/2003 14:00,39385
1/24/2003 15:00,38615
1/24/2003 16:00,37993
1/24/2003 17:00,38667
1/24/2003 18:00,41168
1/24/2003 19:00,41901
1/24/2003 20:00,41260
1/24/2003 21:00,40423
1/24/2003 22:00,39013
1/24/2003 23:00,37086
1/25/2003 0:00,34799
1/25/2003 1:00,33065
1/25/2003 2:00,32055
1/25/2003 3:00,31690
1/25/2003 4:00,31660
1/25/2003 5:00,31820
1/25/2003 6:00,32526
1/25/2003 7:00,33860
1/25/2003 8:00,35328
1/25/2003 9:00,36761
1/25/2003 10:00,37542
1/25/2003 11:00,37357
1/25/2003 12:00,36780
1/25/2003 13:00,35617
1/25/2003 14:00,34491
1/25/2003 15:00,33584
1/25/2003 16:00,33317
1/25/2003 17:00,34116
1/25/2003 18:00,36490
1/25/2003 19:00,37601
1/25/2003 20:00,37118
